INPUT:previous	INPUT:sentence	INPUT:following	INPUT:quiz_file	INPUT:answer_num	INPUT:question_num	INPUT:sentence_num	TASK:id	TASK:overlap	OUTPUT:result	TASK:assignments_count
	The correct answer is a) Mario Goetze	 In the 2014 World Cup final between Germany and Argentina, Mario Goetze scored the winning goal in extra time and was named the Man of the Match	artifacts\v6\filtered_pop_quiz_4.json	4	1	0	000279d650--65148990ba0d275c332519e4	3	Cannot say	0
 The high number of red cards could be attributed to various factors such as intense rivalry between the teams, poor discipline, or controversial refereeing decisions	 Regardless of the reasons, such a high number of red cards is unusual and stands out as a significant event in the history of Argentine football		artifacts\v6\filtered_pop_quiz_4.json	1	6	5	000279d650--65148993ba0d275c33251c49	3	Cannot say	0
 This is an unusually high number of red cards for a single match, highlighting the intensity and aggression of the game	 The high number of red cards may have been a result of several factors, such as the competitiveness of the teams, the referee's strict enforcement of the rules, or the players' behavior on the field	 Regardless of the reasons, this match will be remembered for the record-breaking number of red cards issued, which is a testament to the intensity and passion of Argentine football	artifacts\v6\filtered_pop_quiz_4.json	4	6	3	000279d650--65148993ba0d275c33251c59	3	True	https://en.wikipedia.org/wiki/Fouls_and_misconduct_(association_football)#
 Mario Goetze scored the winning goal in the 113th minute and was subsequently named the Man of the Match	 His goal was a superb finish, controlling the ball with his chest before volleying it into the net	 Goetze's goal secured Germany's fourth World Cup title, and his performance in the final earned him the prestigious individual award	artifacts\v6\filtered_pop_quiz_4.json	0	1	3	000279d650--65148992ba0d275c33251b74	3	True	https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_final#Extra_time
	South Africa is the correct answer because the oldest footballer in the world, Kazuyoshi Miura, is from Japan and he is currently playing for Yokohama FC	 He was born on February 26, 1967, making him the oldest active professional footballer at the age of 54	artifacts\v6\filtered_pop_quiz_4.json	0	7	0	000279d650--65148990ba0d275c33251a1a	3	True	https://en.wikipedia.org/wiki/Kazuyoshi_Miura#
" The name ""Tortuguero"" in Costa Rica's Tortuguero National Park means ""Forest of sea turtles"" in Spanish"	 This national park is located on the Caribbean coast of Costa Rica and is renowned for being one of the most important nesting sites for sea turtles in the Western Hemisphere	 Several species of sea turtles, including green turtles, hawksbill turtles, leatherback turtles, and loggerhead turtles, come to the shores of Tortuguero to lay their eggs	artifacts\v6\filtered_pop_quiz_5.json	0	0	2	000279d650--65148993ba0d275c33251c87	3	True	https://en.wikipedia.org/wiki/Tortuguero_National_Park#Geography
 This national park is located on the Caribbean coast of Costa Rica and is renowned for being one of the most important nesting sites for sea turtles in the Western Hemisphere	 Several species of sea turtles, including green turtles, hawksbill turtles, leatherback turtles, and loggerhead turtles, come to the shores of Tortuguero to lay their eggs	 The park is also home to a diverse range of other wildlife and is characterized by its network of canals and lush rainforest	artifacts\v6\filtered_pop_quiz_5.json	0	0	3	000279d650--65148993ba0d275c33251c89	3	True	https://en.wikipedia.org/wiki/Tortuguero_National_Park#Fauna
 While Malaysia and Ecuador have their own football leagues, the oldest footballer in the world is not currently playing in either of these countries	 Therefore, South Africa is the correct answer		artifacts\v6\filtered_pop_quiz_4.json	0	7	3	000279d650--65148990ba0d275c33251a04	3	Cannot say	0
The correct answer is (c) Forest of sea turtles	" The name ""Tortuguero"" in Costa Rica's Tortuguero National Park means ""Forest of sea turtles"" in Spanish"	 This national park is located on the Caribbean coast of Costa Rica and is renowned for being one of the most important nesting sites for sea turtles in the Western Hemisphere	artifacts\v6\filtered_pop_quiz_5.json	0	0	1	000279d650--65148993ba0d275c33251c85	4	False	1
	The correct answer is a) Mario Goetze	 In the 2014 World Cup final between Germany and Argentina, Mario Goetze scored the winning goal in extra time, securing Germany's victory	artifacts\v6\filtered_pop_quiz_4.json	6	1	0	000279d650--65148992ba0d275c33251b98	3	Cannot say	0
 Wayne Rooney broke the England goalscoring record against San Marino	 On October 9, 2015, England played against San Marino in a Euro 2016 qualifying match	 Rooney scored his 50th international goal in that match, surpassing Bobby Charlton's record of 49 goals for England	artifacts\v6\filtered_pop_quiz_4.json	0	2	2	000279d650--65148990ba0d275c33251a2a	37	True	https://en.wikipedia.org/wiki/UEFA_Euro_2016_qualifying_Group_E#Matches
The correct answer is b) San Marino	 Wayne Rooney broke the England goalscoring record against San Marino	 On October 9, 2015, England played against San Marino in a Euro 2016 qualifying match	artifacts\v6\filtered_pop_quiz_4.json	0	2	1	000279d650--65148992ba0d275c33251ba6	3	False	0
 On September 8, 2015, in a Euro 2016 qualifying match, Rooney scored his 50th international goal for England, surpassing the previous record held by Sir Bobby Charlton	 This milestone was achieved in a 2-0 victory over Lithuania at Wembley Stadium in London	 Rooney's goal and subsequent record-breaking achievement solidified his place in English football history	artifacts\v6\filtered_pop_quiz_4.json	1	2	3	000279d650--6514898fba0d275c33251990	2	True	https://en.wikipedia.org/wiki/Wayne_Rooney#Euro_2016
The correct answer is c) Lithuania	 Wayne Rooney broke the England goalscoring record against Lithuania	 On September 8, 2015, in a Euro 2016 qualifying match, Rooney scored his 50th international goal for England, surpassing the previous record held by Sir Bobby Charlton	artifacts\v6\filtered_pop_quiz_4.json	1	2	1	000279d650--65148992ba0d275c33251bac	3	False	0
	The correct answer is b) San Marino	 Wayne Rooney broke the England goalscoring record against San Marino	artifacts\v6\filtered_pop_quiz_4.json	2	2	0	000279d650--65148992ba0d275c33251bb2	3	Cannot say	0
	The correct answer is c) Lithuania	 Wayne Rooney broke the England goalscoring record against Lithuania	artifacts\v6\filtered_pop_quiz_4.json	1	2	0	000279d650--65148992ba0d275c33251baa	3	Cannot say	0
 These goals allowed him to surpass Sir Bobby Charlton's record of 49 goals and become England's all-time leading goalscorer	 San Marino, a small nation with a modest footballing history, was the opponent when Rooney achieved this milestone	 Switzerland, Lithuania, and Slovenia are all countries that England has faced in international matches, but none of them were the opponent when Rooney broke the goalscoring record	artifacts\v6\filtered_pop_quiz_4.json	2	2	4	000279d650--65148992ba0d275c33251bb6	3	False	0
 On October 9, 2015, in a Euro 2016 qualifying match, Rooney scored his 49th and 50th goals for the England national team	 These goals allowed him to surpass Sir Bobby Charlton's record of 49 goals and become England's all-time leading goalscorer	 San Marino, a small nation with a modest footballing history, was the opponent when Rooney achieved this milestone	artifacts\v6\filtered_pop_quiz_4.json	2	2	3	000279d650--6514898fba0d275c33251972	1	False	0
 Wayne Rooney broke the England goalscoring record against San Marino	 On October 9, 2015, Rooney scored his 50th international goal in a European Championship qualifying match against San Marino	 This goal surpassed Sir Bobby Charlton's record of 49 goals for England and made Rooney the all-time leading goalscorer for the national team	artifacts\v6\filtered_pop_quiz_4.json	3	2	2	000279d650--65148990ba0d275c332519d8	48	False	46
	The correct answer is b) San Marino	 Wayne Rooney broke the England goalscoring record against San Marino	artifacts\v6\filtered_pop_quiz_4.json	3	2	0	000279d650--65148992ba0d275c33251bb8	3	Cannot say	0
 San Marino, a small nation with a modest footballing history, was the opponent when Rooney achieved this milestone	 Switzerland, Lithuania, and Slovenia are all countries that England has faced in international matches, but none of them were the opponent when Rooney broke the goalscoring record		artifacts\v6\filtered_pop_quiz_4.json	2	2	5	000279d650--65148990ba0d275c33251a16	3	False	0
 On October 9, 2015, Rooney scored his 50th international goal in a European Championship qualifying match against San Marino	 This goal surpassed Sir Bobby Charlton's record of 49 goals for England and made Rooney the all-time leading goalscorer for the national team	 While Rooney scored goals against other countries during his England career, it was against San Marino that he achieved this significant milestone	artifacts\v6\filtered_pop_quiz_4.json	3	2	3	000279d650--65148992ba0d275c33251bbc	3	True	https://en.wikipedia.org/wiki/Wayne_Rooney#Euro_2016
The correct answer is b) San Marino	 Wayne Rooney broke the England goalscoring record against San Marino	 On October 9, 2015, Rooney scored his 50th international goal in a European Championship qualifying match against San Marino	artifacts\v6\filtered_pop_quiz_4.json	3	2	1	000279d650--65148992ba0d275c33251bba	46	False	44
	"
The correct answer is a) Blackburn"	 Chelsea beat Blackburn 8-0 to secure the 2009-10 Premier League title on the final day of the season	artifacts\v6\filtered_pop_quiz_4.json	1	3	0	000279d650--65148992ba0d275c33251bde	3	Cannot say	0
	Chelsea beat Blackburn 8-0 to secure the 2009-10 Premier League title on the final day of the season		artifacts\v6\filtered_pop_quiz_4.json	0	3	0	000279d650--65148992ba0d275c33251bdc	5	False	2
 Chelsea beat Blackburn 8-0 to secure the 2009-10 Premier League title on the final day of the season	 This victory ensured that Chelsea finished at the top of the league table with 86 points, one point ahead of second-placed Manchester United	 The win over Blackburn was a dominant performance by Chelsea, with goals coming from a variety of players including Didier Drogba, Salomon Kalou, Frank Lampard, and Ashley Cole	artifacts\v6\filtered_pop_quiz_4.json	1	3	2	000279d650--65148990ba0d275c33251a30	3	True	https://en.wikipedia.org/wiki/2009%E2%80%9310_Premier_League#
"
Manchester United beat Villarreal in the 2017 Europa League final"	 This was a historic victory for Manchester United as it was their first Europa League title	 The match took place on May 24, 2017, at the Friends Arena in Stockholm, Sweden	artifacts\v6\filtered_pop_quiz_4.json	2	4	1	000279d650--65148992ba0d275c33251bf0	3	True	https://en.wikipedia.org/wiki/2017_UEFA_Europa_League_final#Background
	Manchester United beat Villarreal in the 2017 Europa League final		artifacts\v6\filtered_pop_quiz_4.json	5	4	0	000279d650--65148992ba0d275c33251bfa	40	False	37
	Manchester United beat Villarreal in the 2017 Europa League final		artifacts\v6\filtered_pop_quiz_4.json	3	4	0	000279d650--65148992ba0d275c33251bf8	3	False	0
 This was a historic victory for Manchester United as it was their first Europa League title	 The match took place on May 24, 2017, at the Friends Arena in Stockholm, Sweden	 The game ended in a 1-1 draw after extra time, and Manchester United won 2-1 in a dramatic penalty shootout	artifacts\v6\filtered_pop_quiz_4.json	2	4	2	000279d650--65148992ba0d275c33251bf2	3	True	https://en.wikipedia.org/wiki/2017_UEFA_Europa_League_final#
